title,summaries,position,open,ticket,traffic,comment,site
拓林瀑,拓林瀑景区主要是由上下两个瀑布形成，上瀑为龙门瀑，出水处平直达2米多，落差达5米左右；下瀑为炎生瀑，出水处成凹形，落差也是3米有余。正常水位时，上瀑成帘状下瀑成练状，故有“如帘如练”之誉。这次游大峡谷可能还不如正常水位，拓林瀑“如帘如练”的瀑布还是此次所观瀑布之最。,浙江省杭州市临安市209省道大峡谷镇,"
            ",,,（7条）,
杭州陆游纪念馆,孩儿巷98号是著名的清代古宅，虽然不是陆游的故居，但陆游多次来杭都住在孩儿巷，而且98号是至今所发现的最接近历史风貌的孩儿巷建筑。整个展馆分上下两层，一层为陈列室，包括陆游展区和文史展区；二层为临时展馆，主要用作资料摆放和学术研讨。,杭州市下城区孩儿巷98号,周二-周日：9:00-16:30；周一休馆,免费开放。,"乘坐地铁1号线、地铁2号线到凤起路站下车,步行到达",（8条）,
杭州神博乐园,杭州神博乐园原为萧山的顺坝围垦，当时遍地野草、芦苇丛生，人畜进出、不见踪影，一片原始荒凉景象。2000年开始，经神博员工几年来的垦种养殖和农业种植的综合开发，现在已是一派生态农业景色，一片秀丽园林风光。,杭州市萧山区宁围镇顺坝村,8:00-17:00,20元/人,萧山坐720路到顺坝站下车。,（3条）,
红石湾景区,红石湾景区位于桐庐天目溪旁是一处集山、水、林、洞于一体，休闲、度假、观光、游乐、拓展一条龙服务的综合性休闲旅游胜地，占地面积六平方公里。,杭州市桐庐县瑶琳镇姚村红石湾景区,"
            ",,,（8条）,
灵山洞景区,灵山洞，曾称云泉洞。为于杭州西南郊灵山上。因灵山洞景绚丽多彩，变幻多姿故名。洞壁刻有“大明六年”字样，距今1500余年。此洞别于他处为竖井式，高低相差109米。总面积4000多平方米。洞分层有麒麟迎宾、水底洞天、赛昆仑、天柱厅、大云盆等五厅。,杭州市西湖区双浦镇灵山风景区,周一至周日 08:00-16:30,50元/人,杭州市武林广场318路或开元路308路、189路或龙翔桥504路坐到大诸桥免费换乘510路到灵山洞下可至。,（7条）,
秋水山庄,秋水山庄是二十世纪三十年代我国的报业巨子、上海《申报》报主史量才以他爱妻沈秋水命名而建的江南庭院式建筑。就在西湖边，开门便是西子湖畔，现在里面入驻了饭店，但是来这边喝喝茶、赏赏西湖美景还是很悠闲的。,杭州市西湖区北山路38号（近断桥）,9:00-21:00（属新新饭店内，根据饭店时间而定）,免费,乘118路公交车在新新饭店站下车可达,（5条）,
步步惊心鬼屋,·以宋代法医学著作《洗冤录》为故事蓝本，按照其中多个经典案件，带你穿越回宋朝破解谜案。·运用现代高科技的灯控、机械音响系统，重现《洗冤录》里的诡异场景，给人身临其境的惊悚体验，·十大恐怖场景：索命刑具、官衙伏尸、书房惊魂、灵堂咒怨、死寂天牢、郊野鬼尸、鬼水渡口、荒村古镇、夜来幽冥、灵异医馆。,杭州市西湖区之江路148号宋城,"
            ",,,（9条）,
红叶湾景点,红叶湾属千岛湖风景区中心湖区屏峰风景小区，位于小金山半岛和进贤列岛之间，俗称小金山。主湾呈现V字形，约4公里长，游客可从黄山方向入湖，极为便利。湾内水平如镜，湖水澄碧，山林倒影清晰明亮；岛屿纵横，地形丰富，有峰、有谷、有坡，有水上迷宫之称。据了解千岛湖当局，利用近一年的时间，加强植被、增设趣味小品、放养观赏鱼类和水禽，藉以完成景区开发，并为了使其成为适宜旅游的景点，规定只有电瓶船、摇橹船和小木舟等，噪音较小的船只才能进入景区。,杭州市千岛湖风景区小金山半岛和进贤列岛之间,"
            ",,周一至周日全天,（7条）,
小白菜文化园,小白菜文化园座落于杭州西部余杭镇上，距离杭州市中心约二十公里，交通十分便利，紧邻02省道，杭徽高速公路余杭镇出口处。小白菜文化园展示馆占地二十余亩，为江南民居建筑，粉墙黛瓦，松窗竹户，外观古朴，幽雅别致。馆内收集了大量有关冤案的珍贵资料，以场景式展示形式，将杨毕奇案设置成三十组场景，使观众身临其境；八十几尊高分子材料制成的仿真雕塑，几可乱真，并用艺术的手法（以声光电）栩栩如生地展现了整个冤案的始末。小白菜文化园东侧占地250亩，全长400米，为晚清风貌的江南水街。有大量的明清古建筑，如文昌阁、准提庵、财神殿、祠堂等。水街内还设置各类民族风情展示，节目精彩纷呈，有：中华武术、庭审杨乃武、民间杂耍、抛绣球、垂钓、烧烤、茶馆、棋牌、打年糕、酿米酒等，内容丰富多彩。,杭州市余杭区余杭镇S102省道与上和路交汇处,周一至周日 8:30-17:00,30元,乘356路、506路、598路至天目山西路上和路口。,（7条）,
龙门山飞瀑,,浙江杭州富阳市龙门古镇龙门山景区内,"
            ",,周一至周日08:00—17:00,（9条）,
荷花庄,荷花庄位于萧山湘湖度假区内，是欣赏荷花的好去处，可与西湖媲美的地方，它位于湘湖景区跨湖桥东侧，面积约3460平方米，亭台桥阁古朴典雅，碧叶婆娑莲荷曼舞。实在是个夏日赏荷的好去处。,杭州市萧山区风情大道2758号湘湖旅游度假区内,"
            ",,乘坐公交344、405、716路至窑里坞站下车步行到达。,（8条）,
航空小镇温泉,位于杭州新安江寿昌镇，历史悠久，人杰地灵，四周名胜景点环绕。北邻千岛湖，东连新安江水电站，南毗江南悬空寺大慈岩，西接地下艺术宫殿灵栖胜境，旅游资源极为丰富。纯天然硫温泉，泉水源自地心1406米，水质天然纯正，含有多种对人体有益的微量元素。可促进血液循环，快速消除疲劳，具有显著的医疗保健价值。航空小镇温泉共70余个室内外特色泡池，泉中心内设冰火池、咖啡池、三花养颜池、四味养生池、浮力按摩池、鱼疗池、香薰池、泡泡池等特色泡池。,建德市寿昌镇境内,"
            ",,,（2条）,
中国美术学院皮影艺术博物馆,在中国美术学院南山校区的旁边，能欣赏到各式各样的皮影、皮影道具，二楼定期有皮影戏表演，演员都是小孩子。如果你还想亲手试试，这里也能满足你DIY皮影、演皮影的需求。,杭州市上城区南山路210号,周五、周六 9:30-16:40,免费,乘4、4区间、12、12区间、42、102、y2路等公交车在钱王祠站下车可达,（5条）,
情人谷,情人谷是自然和人文完美结合的生态旅游区。长达2000多米的岩溶溪流，跌宕起伏，泉瀑交替，形成了浙西最奇异的岩溶溪流景观。它以一条山高谷深、蜿蜒曲折的峡谷为主，具有原始、粗犷、野趣的特色，30多米高的珍珠瀑，缀满厚厚的青苔，被誉为“华东第一翠瀑”。,浙江省杭州市淳安县新安南路,"
            ",,07:30~16:00,（9条）,
进贤湾马术公园,千岛湖马术公园位于杭州华联进贤湾国际旅游度假区，是华联集团斥巨资打造的长三角第一个马术公园，占地约30万平方米，依山而建，风景优美。园区以自然、健康、亲子、欢乐、浪漫为主题，汇集了汗血宝马、霍世丹等来自世界各地的10多个形态各异的珍贵马匹，以及骑射、马车巡游、表演等20多个特色马术体验项目，旨在为更多人体验到马术运动带来的快乐。同时国庆期间，园区还将举行大型的嘉年华活动，这将是长三角地区第一次举行大型的马术嘉年华。华联进贤湾千岛湖马术公园，你马背上的世界！,杭州市淳安县千岛湖镇进贤湾(千岛湖大桥旁)马术公园,"
            ",,,（5条）,
杭州奥体博览城,杭州奥体博览城位于杭州钱塘江南岸、钱江三桥以东，由滨江区和萧山区共同建设的杭州钱江世纪城区块。是一个以体育和博览功能为主，集文化、商贸、旅游、居住、演艺、美食、休闲、度假、购物等功能的大型城市综合体。,杭州市滨江区奥运路,全天开放,免费,乘坐96路、327路公交至西行大桥南，步行1900米即可到达。,（1条）,http://www.hzoiec.com/
跨虹桥,跨虹桥是苏堤六桥之一，也是苏堤上坡度最大的，也是造型最圆润的石拱桥。跨虹桥虽然不是西湖十景之一，但是景色却是非常的美丽。,杭州市西湖区苏堤,全天开放,免费,乘坐4路;4路区间;31路;31路假日线[开行时间依据交警实施西湖南线大循环时间];51路;52路;87路;197路西湖南线大循环;314路;315路;318路西湖南线大循环;334路;环西湖夜游线;旅游定制25号线;游10线/y10线;游2线/y2线至苏堤即可到达,（12条）,
泊庵,草堂内最中间摆放着一个古式屏风，四周陈列着文房四宝及老式家具，左边则是一间临水茶室，是读书、喝茶、赏景的好去处。,杭州市西湖区天目山路西溪湿地公园内,"周一至周五 08:00-18:30,周六至周日 07:30-18:30(4月1日-10月31日)",免费,乘坐83路;86路;86路快线至西溪湿地北门即可到达,（6条）,
湖山广场,湖滨音乐喷泉，早已成为杭城一景。但位于湘湖二期“湖山拱翠”景点的音乐喷泉规模更大，效果更壮观。整个喷泉有815个喷头，水景规模长158米，宽38米，主喷高达100米，两个辅喷高也达到60米，喷头还具有360度旋转功能。它不仅包括喷泉，还融合水幕电影、激光表演、冷雾、喷火等多个大型多媒体水景。整个规模在华东地区是最大的。休博会期间，音乐喷泉将每晚播出2套水景节目（每晚18:40和20:30），每套20分钟左右，以八千年跨湖桥文化、吴越争霸、萧山古代历史人文和勇立潮头筑新篇等为主题。,杭州市萧山区风情大道2758号湘湖旅游度假区内,全天开放,免费,乘坐公交405路、515路区间至湖山广场站下,（4条）,
飞来峰,·飞来峰位于玉龙溪西侧的明妃七峰和东侧玉屏峰林之间，四面凌空，视野十分开阔，西看七峰雄姿，东眺玉屏峰石景。·相传此石原在蓬莱仙境，八仙之一铁拐李喝醉酒，被它绊了一下，摔倒在地，不禁恼羞成怒，飞起一脚，把它给踢走，如果按照张果老和吕洞宾的脚力，这峰应该落在大明山千亩田上，但铁拐李脚力不济，力量差了一点，就阴错阳差落在现在这个地方。·由于它是从蓬莱飞来的，身份不凡，便和大明山的御笔峰、独秀峰，合称为大明山的“大明山三神峰”，玲珑精致，风景秀美。,杭州市临安区清凉峰镇白果村大明山风景区内,"
            ",,,（5条）,
杭州基督教会崇一堂,崇一堂，位于风景秀丽的浙江省杭州市，以其独特的设计理念、新颖的建筑造型和鲜明的信仰立场闻名海内外。2003年12月30日，崇一堂正式奠基兴建，2005年5月5日献堂使用，主堂能同时容纳五千余人聚会。,杭州市江干区新塘路26号(近庆春广场),周一至周日 09:00-18:00,免费,公交:乘坐31路工作日、31路区间、31路双休日节假日、100路、100路区间、108路、123路、140路、140路区间、156路、186路、202路、210路、212路、298路、298路区间、304路、323路、401路、511路、511路区间庆春广场东（基督教崇一堂）下车即可。,（7条）,http://www.chongyitang.org/
工部冬官第,承恩堂（工部）：又叫“工部”、“冬官第”。初建于明，后毁于战乱。承恩堂前有“工部”牌楼，为孙权第41世孙孙坤的后裔所建。孙坤，系明朝永乐初年工部清水吏司主事，负责督造巨舰八十余艘，不劳死一民工，为郑和下西洋立下功劳，但不久病故。孙坤后裔为牢记祖先的功绩，获朝廷恩准建造“工部”牌楼。工部为明朝时的六部之一，六部为吏部、户部、礼部、兵部、刑部、工部，也分别叫天官、地官、春官、夏官、秋官、冬官，工部就为冬官，故牌楼上有“冬官第”三字。牌楼门楣上刻有一锭元宝、笔、元宝，寓意“必定如意”，内侧门上刻有“龙峰叠翠”。,杭州市富阳区龙门镇牌楼龙门古镇内,"
            ",,周一周日08:00-17:00,（6条）,
鱼潭村,一个隐约在柳溪江湾里的深山渔村，坐落在临安市潜川镇柳溪江青山殿水库上游，号称浙西最美的渔村，，一个仅有五十多户人家百把十户常住人口的自然村，即是渔村又是山村，依山傍水，不仅仅有浙西最美的柳溪江这条美人河所带来的无限风光，更以空气清新，山水甘甜而使人流连忘返。两岸山峦迭障，山色倒影交错，山峰云雾缭绕。江面烟雨蒙蒙，蜿蜒于重山俊岭之间的柳溪江直奔而来。将近眼前，如诗如画柳溪江突然一个大拐弯横卧眼前，清清的江水碧波荡漾。江边水下的青苔、水草和鹅卵石清晰可见，对岸烟雨朦胧中的青山层层叠叠，一道道幽谷深邃悠长，构成青山抱绿水、江水映山色的绝世仙境。山下，村后沿江小路的尽头有一湾水潭，潭水碧蓝，谓称鱼潭。溪水在弯弯曲曲的上游山涧缓缓流经，至潭上一跃跌入鱼潭，形成不高的瀑布，而后又在奇卵怪石中穿梭而去。柳溪江，鱼潭村，这里美丽的青山绿水，没有城市的喧闹与噪杂，只有童话般返璞归真的宁静。,杭州市临安区,"
            ",,,（8条）,
杭州之江国家旅游度假区,杭州之江国家旅游度假区是国务院1992年10月批准建立的十二个国家级旅游度假区之一，位于杭州市区西南，南频钱塘江，北依五云山，总面积9.88平方公里。,杭州市西湖区之江路,"
            ",,乘坐4路、39路、103路、189路、190路、202路、308路、314路、318b线、318路、318路快线、318路西湖南线大循环、324路、334路、354路、商务2号线、商务2号线区间可达。,（7条）,
驾云台,·驾云台位于大明山风景区内山神石旁边，独特的地理位置，站在这里可以欣赏到不一样的风景。·这里四望辽阔，群山起伏，牵牛岗巍峨耸立，明妃七峰再次亮相，与远处的御笔峰连为一个整体，蔚为大观。·待到清晨或者山雨来临之前，驾云周围雾气缭绕，浮云漫漫，仿若腾云驾雾一般。,杭州市临安市顺溪镇大明山风景区内,夏 7:30-16:30,包含在大明山风景区门票内,外部交通：（1）杭州汽车西站乘K598专线车直达临安（2）临安旅游集散中心每天有大明山的旅游车（3）从杭州汽车西站乘杭州至昌化的班车，昌化每天8:10、14:00有发往大明山的公交车，大明山每天9:00、15:00有班车从景区出来前往昌化。景区内部交通：乘景区内交通或步行可到达。,（2条）,
良渚国家考古遗址公园,良渚国家遗址公园位于杭州市西北郊良渚、瓶窑两镇，是良渚文化中心遗址，现已发现遗址点135处，保护范围约42平方公里。它是中国最重要的大型考古遗址之一，在东方文明发展进程中具有突出的重要意义。遗址公园不同于普通的公园，它是一个保护、利用、开发和展示文化遗迹的综合工程。遗址公园以莫角山良渚古城为核心，包含反山、汇观山、塘山、瑶山等文化遗址，通过遗址现场的剖面展示、复原展示等形式，形成一个点线面结合的大众化良渚文化认知体系。根据良渚“美丽洲”的本意及良渚文化时期的生活地区具有丘陵、孤丘、河湖相间的沼泽平原、温暖湿润的亚热带气候环境特点，良渚国家遗址公园将以现有的良渚博物馆新馆为轴心，设置一条东西向宽约200米，南北长约1100米的“S”形南北向大绿带，作为遗址公园的重要门户和序曲。游客可通过水、陆两条不同线路，或步行或泛舟游览良渚遗址。,杭州市余杭区良博路,"
            ",免费,乘坐313路;348路;430路;491a线;491a线区间;787路到良博站下车步行到达。,（2条）,
南山摩崖石刻,,杭州市余杭区毛里线附近,"
            ",,,（6条）,
中国江南水乡文化博物馆,中国江南水乡文化博物馆位于余杭区临平人民广场北侧，这是一座既反映余杭历史，又以闻名于世的良渚文化为切入点展示中国江南水乡文化和民俗风情的博物馆，是人们了解良渚文化和余杭历史、解读整个江南水乡文化现象及其成因的重要窗口。博物馆内设7个展厅，4个单元展览。第一单元“我们的家园——余杭历史文化展”；第二单元“文明曙光——馆藏良渚文化器物精品陈列”，第三单元为“江南水乡文化陈列”；第四单元为临时展厅。先后获得2004、2005年度“杭州市文明示范博物馆”、“浙江省创安示范单位”和第6届全国博物馆十大陈列展览评选“最佳服务奖”等荣誉，并被团中央列为第四批“全国青少年教育基地”。2007年成为国家AAA级景区，并被授予“浙江省爱国主义教育基地”。,杭州市余杭区南大街95号,5月1日-10月7日：8:45-17:00；10月8日-次年4月30日：9:00-16:30；闭馆前30分钟停止进入,免费,公交：乘坐公交768路、770路、796A路内环至人民广场西站下。,（1条）,http://www.jnsxm.com/
杭州大剧院,杭州大剧院地处钱塘江畔，系钱江新城第一座拔地而起的大型地标性建筑，是杭州从“西湖时代”向“钱江时代”迈进的文化标志。剧院由加拿大设计师卡洛斯·奥特设计，占地面积10万平方米，由歌剧院、音乐厅、可变剧场、下沉式露天剧场四个场馆及室外文化广场组成，整体造型形似一轮弯月，与对面的金球——“国际会展中心”交相辉映，形成“日月同辉”的美好景象。,杭州市江干区钱江新城新业路39号,售票时间:有演出时9:00-20:00;无演出时9:00-17:00。演出时间随演出变化。,438元,乘坐k84、k517区间、991、992（演出专线）到杭州大剧院下次即可到达。,（3条）,http://www.hzdjy.com/
建德里叶十里荷花景区,在莲花盛开季节，步入里叶村，便进入了“接天莲叶无穷碧，映日荷花别样红”的境地，荷叶田田，荷花沁香，游客既能观荷、赏荷，又能采荷、品尝莲食佳肴。游客可到采莲区采莲子、摘荷花，到莲农家里与妇女小孩一起剥莲子、捅莲心，体验涤世青莲。,杭州市建德市大慈岩镇里叶村,周一至周日 全天,免费,可在新安江打的前往。,（5条）,
天钟山,天钟山位于富阳市区西南六公里处的富春江畔，占地约10000余亩，因其山长形遥观宛如钟，得名天钟山。苏东坡、朱熹、刘基、黄公望等文人雅士也在此留下众多的诗画佳作。,杭州市富阳春江街道天钟山,周一至周日  08:00-17:00,免费,富阳客运乘客车至天钟山站下车，步行可达。,（9条）,
277皇后公园,“277皇后公园”位于下城区武林路、孝丰路口（武林路277号）。目前已是杭州商业项目中具有代表性的”公园式商业综合体”，它集旅游休闲、时尚文化、购物餐饮、娱乐住宿为一体的体验式商业综合体。,杭州市下城区武林路277号,"
            ",,乘地铁1号线到凤起路站下车，步行可至,（8条）,
琴溪香谷风景区,"琴溪香谷位于桐庐东北部,位于杭州到千岛湖的必经之路上,因此也常被安排在同一游程中。这里有养眼的翠谷飞瀑,夏季溪流凉气逼人,是避暑纳凉的好地方。",杭州市桐庐县东北与富阳接壤的高翔珠村境内,"
            ",,,（9条）,
杭州西湖风景名胜区-小瀛洲,,杭州市西湖区龙井路1号杭州西湖风景名胜区内,"
            ",,,（4条）,
梧桐寺,梧桐寺坐落于杭州市余杭区闲林镇梧桐村万景山脚。始建于900多年前。南宋柳史君、明代鲍之沆，重修梧桐寺。清代乾隆49年又于修建。现还有南宋遗迹保存。寺内现有的大雄宝殿、天王殿、圆通殿、地藏殿、放生池、槃若桥、钟楼等，都是1999年建寺以来陆续添建的，另外还有鼓楼、四十八愿阁等待建。,杭州市余杭区万景村,"
            ",免费,乘坐476路到梧桐下车步行242米乘坐461路到林场下车步行974米乘坐476路到喻家汪下车步行990米,（5条）,
学士公园,学士公园东靠南山路，西临西湖，南与长桥公园相连，北靠柳浪闻莺，面积12.7公顷。旧时有学士桥、学士港，相传宋有学士居此，故名。2002年南线整合时外迁少儿公园，改建为学士公园，形成草坡起伏、杉林片片、溪流清浅的公园。,杭州市上城区南山路61号,周一至周日 09:00-17:00,免费,公交:乘坐Y2、Y10、4路、12路zai南山路万松岭路口下车，步行可达,（6条）,
窈口村,湖源乡窈口村位于杭州市富阳区最南端，近几年来，该村先后被评为浙江省巾帼示范村，浙江省东海明珠村，浙江省文化示范村，杭州市文明村、杭州市新农村建设示范村、杭州市园林绿化村等荣誉称号。村内有古建筑聿追堂（潘氏祠堂）和潘氏友于堂（俗称新厅）。,杭州市富阳区湖源乡窈口村,周一至周日  全天,免费,公交：乘坐2301E路至窈口1站下车，步行可达。,（4条）,
下天竺寺,"位于西湖区灵隐天竺路旁，西傍飞来峰，东临月桂峰。清乾隆时改名法镜寺。清咸丰十一年（1861）在兵火中化为灰烬,光绪八年（1882）再次重建。现为西湖唯一之尼众寺院。",杭州市西湖区天竺路112号,"
            ",门市价：10.0元,乘坐103路;121b线;121路;122路;324路到三天竺下车，步行即可到达,（5条）,
大明湖,·大明湖位于大明山风景名胜区之南。湖畔有飞流直下的瀑布，壮如的奇峰，高僧坐禅的幽洞，朱元璋行军的古道，万干耸立的黑松。·附近的大明湖休闲娱乐度假区，植被丰茂，空气清新，负氧离子含量是杭州的一百倍，生态居住环境堪称一流。·环湖建有众多特色酒店；湖上设有自划船、水上双人车、休闲船等水上娱乐项目。方便人们前来度假休闲。,杭州市临安区昌化镇清凉峰镇白果村大明山风景区内,"
            ",,7:30-17:00(取票时间7:30-15:30),（3条）,
九霄碧云洞,杭州碧云洞坐落于富阳市胥口镇，总面积2.8万平方米，主洞面积2.33万平方米，是亚太地区单厅面积最大的洞厅。与碧云洞相呼应的有景观精致细腻的葛仙洞，两洞之间又有恬静的清幽的碧岭湖，湖内小岛错落有致，设有垂钓处、浴场等。是一处融山水、溶洞、湖泊于一体的新景观。,杭州市富阳区西北胥口镇上练村,8:30-16:30,110元/人,搭乘客运南站至万市方向客运车至岩石岭站，步行可达。,（4条）,http://www.fcty.com/
深澳古镇,"龙门古镇位于杭州市西南52公里的富春江南岸,因东汉名土严子陵游览镇南的山时称赞“此地山清水秀,胜似吕梁龙门”而得名。这是一座以卵石铺成的古镇,卵石的小路、卵石的墙垣,给人以一种别样的视觉冲击。经过多年的风雨洗刷、侵蚀,卵石变得圆润光滑,踩在上面好比享受着免费的脚底按摩。一颗颗光滑的卵石,也是古镇历史的最好见证。镇子里有着江南地区保存最完整且极为罕见的明清古建筑群,民居、牌楼、祠堂、塔、寺等应有尽有,伴着古樟、小桥、溪水,构成了一道古镇独特的风景。一路沿龙门溪而上,只见山道逶迤,山岩森列,两侧奇峰异石凸出,形似钟鼓。谷中溪水萦绕,林木苍翠,漫步期间,身心随之轻盈起来。",杭州市桐庐县深澳清源村（近环溪古镇）,8:00-18:00,80元/人,自驾线路：沿杭千高速行驶至深奥出口，在第一个路口左转行驶一公里到达。,（1条）,
千岛湖魔幻3D馆,千岛湖魔幻3D馆，座落于天下第一秀水千岛湖，营业面积3000多平方米。创新的将国际流行的3D魔幻视觉效果带到了美丽的千岛湖，拥有国内唯一的3D视觉，四维的魔幻空间。用独特的技术展现了千岛湖千年水下古城的风貌。让游客体验身临其境，3D视觉空间面积1000多平方米，为国内最大。,杭州市淳安市进贤大道158号,"
            ",,,（7条）,
临安城遗址,临安城遗址位于浙江省杭州市南部凤凰山，建于南宋高宗赵构于建炎三年（公元1129年）。临安古城城址平面呈方形，总面积约10000余平方米，由大型夯土台基、石砌围墙、门址等组成。有三座城门，城内有殿、堂、楼。阁约130余座，主要宫殿区现均被深埋在距离地表3米以下，基址保存相当完好。临安城遗址对于研究南宋政治、经济及文化，研究南宋皇城的布局，探讨中国古代都城制度的发展和变迁都具有十分重要的意义。,杭州市上城区紫阳街道察院前巷50号,"
            ",,乘坐8路/13路/30路/62路/66路/116路/190路/208路/230路停云栖小镇下即可到达；乘坐280路/308路/334路到通江桥下即可到达,（8条）,
同安寺,同安寺四岭湖景区北部山顶，沿山公路尚在修建中，路状较差，距其100米处有同安顶。同安寺位于同安顶海拔233处。据寺院主持释本定法师介绍系北宋时期建造。毁于“文革”时期，现已重修天王殿，大雄宝殿正在修建中。现天王殿12.60米，宽8.40米。,中国浙江省杭州市余杭区,"
            ",,乘坐491b线到同安寺村口站下车步行到达。,（5条）,
丽水路,丽水路位于杭州市，丽水路起点为石祥路终点至康桥路，道路总长为4200m，规划道路宽为36m，排水采用雨污分流制，由南向北主要经过谢村的卜家弄、姚潭里、杭州炼油厂等地。,浙江省杭州拱墅区丽水路,周一至周日  全天,免费,乘坐23路到大关桥站下车步行到达。,（5条）,
武林广场音乐喷泉,他是杭州的一个地标，是杭州繁华商业圈的标志。见证了杭州一路走来。矗立在起广场中间的这个几乎不加任何修饰的，白石灰材质的音乐喷泉，在现代人眼中，平淡而无奇。“她很土，我们很爱她”。这是杭城人对她的感情。建筑往往是对一个城市印象的开始和最终沉淀。,杭州市下城区武林广场,"
            ",,"乘坐22路、133路、192路、201路、202路、203路、204路、205路、211路、217路、218路、223路、266路、318b线、318路、318路快线、318路西湖南线大循环、535路、b2c线、b4c线、b支7a线、b支7路到武林广场站下车,步行到达坐地铁1号到武林广场下车",（4条）,
运河手工艺活态展示馆,拱宸桥一带曾是杭州近代工业的发祥地，手工艺活态馆场馆是通益公纱厂的旧址，通益公纱厂始建于清光绪22年，当年生活在这里的几千工人，就是随着运河里的汽笛声上班下班的。馆内拥有众多中华传统工艺如天堂伞、张小泉锻剪、天竺筷、手绣、蛋雕、皮雕、竹编、紫砂、细纹刻纸、青瓷、合香、乐漫土、植物印染、汝州油纸伞等。博物馆还引入活态生产线、现场演示产品制作工艺。还邀请刀、剪、剑、伞、扇的工艺美术大师、非物质文化传人和老艺人等在博物馆内现场制作，重现非物质文化工艺的精妙绝伦，游客可以边看边学，趣味盎然。,杭州市拱墅区小河路450号(近中国扇博物馆),09:00-17:00,50元/人,可乘坐运河线/水上巴士，到拱宸桥站下车步行610米到达终点。或乘坐公交79路、98路、129路，到高家花园站下车。,（2条）,
活着的清明上河图,,杭州市西湖区之江路148号宋城,"
            ",,,（6条）,
凤凰山,凤凰山在杭州市的东南面。主峰海拔178米，北近西湖，南接江滨，形若飞凤，故名。隋唐在此肇建州治，五代吴越将杭州设为国都，筑子城。,杭州市上城区西湖东南隅,全天开放,免费,乘坐102路公交至万松岭站下车，步行900米可达。,（1条）,
中国古代造纸印刷文化村,中国古代造纸印刷文化村地处风景秀丽的富春江畔，距举世闻名的旅游城市杭州30公里，交通便利，是国家级重点开发的文化旅游项目。全村占地面积2公顷，村内汇聚了自造纸术、印刷术发明以来的各种劳作工具，以造纸作坊、印刷作坊等形式向世人展示了中国古代四大发明中的两项：造纸术与印刷术。,杭州市富阳区江滨东大道21号,周一至周日  08:00-17:00,25元,自驾车沿杭富沿江公路，在富江滨东大道可达,（6条）,
云栖小镇,西湖博物馆在西泠印社旁边，是游西湖的必经之地。,杭州市西湖区科海路市委党校旁,"
            ",,乘坐y10线到西泠桥可至。,（4条）,
茅塘古村落,茅塘为高山平台型休闲观光度假景区，主要以农居休闲为主，茅塘村口的石壁坡流蔚为壮观，可谓是“浙北第一坡流”，大石壁上面还有“三生石”和“远古石”4块巨石为世人留下千古之谜；此外，更有亿万年前地壳运动留下罕见的花岗岩流“千羊石”。这里除秀美的自然风光外还有丰富的人文景观，有保存完好的新四军旧址、古私塾旧址及“打年糕、酿土酒、磨豆腐”等农村生活演示组成的茅塘古村落，让游人追溯山村农家的生产生活场景。,杭州市余杭区鸬鸟镇太平山沟沟村,"
            ",,公交：在和睦新村乘坐313公交或在武林门北（华浙广场）乘坐348到瓶窑，下车后换乘497路公交至太平、山沟沟下。,（6条）,
古钱塘门,,杭州市上城区湖滨路湖滨路北端,"
            ",,,（8条）,
五世同堂,五世同堂景点位于大树王景区，在开山老殿下方悬崖上，是一棵世上最古老的银杏树，为世界“银杏之祖”。在其基部世世代代已萌发出22枝小植枝，可谓五世同堂。,杭州市临安区天目山镇天目山村天目山风景区大树王景区内,"
            ",,,（7条）,
三茅观遗址,三茅观原名三茅堂，位于杭州吴山天风的南面，是符箓派道教的著名的圣地，祀三茅真君三茅是指秦汉时得道成仙的茅氏三兄弟，大茅君茅盈、中茅君茅固、小茅君茅衷，后世称茅氏三兄弟为三茅真君。元明时，观内辟有书馆，于谦少年时曾读书于此。,杭州市上城区吴山天风的南面,"
            ",,,（5条）,
运河天地公园,运河天地公园位于运河天地广场附近，绿化丰富，环境优美，是晨练避暑的好去处。,杭州市拱墅区小河路488号运河天地,周一至周日 全天开放,免费,乘坐1路;79路;98路;129路到高家花园站下车步行约135米到达。,（5条）,http://www.yunhetiandi.com/
南山陵园,杭州南山陵园东靠八卦田，南临钱塘江，西通虎跑路，北靠玉皇山，是被山山水水簇拥着的一块宝地，如今建有墓穴近五万穴。南山陵园是杭州市最大的公墓，也是惟一的国有公墓，它以久远的历史，微宏的地域，别具匠心的布局，在浙江、上海、江苏一带乃至海外侨胞中具有广泛的影响。,杭州市上城区闸弄口白云路底,周一至周日 全天,免费,乘坐地铁四号线至水澄桥站，步行1千米可达；乘坐62路、139路、20路、42路公交车杭州陶瓷品市场下车即可到达。,（5条）,
毛主席视察小营巷纪念馆,正厅正面悬挂着毛泽东主席健步走在小营巷的巨幅照片，左侧墙上是毛主席题词“动员起来，讲究卫生，减少疾病，提高健康水平”；左厅排列着11幅毛主席和小营巷群众在一起的照片，陈列着毛主席坐过的藤椅、看过的《杭州日报》和用过的笔记本、笔、墨水瓶等实物；右厅展示了反映小营巷40多年卫生工作和全民健康教育的图片资料。,杭州市上城区小营巷56号,周一至周日 09:00-16:30,免费,乘坐49路、305路公交至浙医二院，步行280米可达。,（6条）,
