title,type,house,area,price,lease,region,floor,orient,elevator,parking
合租 · 赞成首府 4室1厅,4室1厅2卫,合租,13㎡,1200,3~12个月,余杭,5/18层,朝南,暂无数据,免费使用
合租 · 赞成首府 4室1厅,4室1厅2卫,合租,18㎡,1400,3~12个月,余杭,5/18层,朝南,暂无数据,免费使用
合租 · 世纪嘉园晴彩巴厘 4室1厅,4室1厅2卫,合租,20㎡,1380,3~12个月,余杭,3/7层,朝北,暂无数据,暂无数据
合租 · 世纪嘉园晴彩巴厘 4室1厅,4室1厅2卫,合租,12㎡,800,3~12个月,余杭,3/7层,朝北,暂无数据,暂无数据
合租 · 世纪嘉园晴彩巴厘 4室1厅,4室1厅2卫,合租,21㎡,1200,3~12个月,余杭,3/7层,朝北,暂无数据,暂无数据
合租 · 新安新秀家园 4室1厅,4室1厅1卫,合租,19㎡,1050,3~12个月,余杭,3/7层,朝南,暂无数据,暂无数据
合租 · 新安新秀家园 4室1厅,4室1厅1卫,合租,20㎡,1100,3~12个月,余杭,3/7层,朝南,暂无数据,暂无数据
竹海水韵 10室2厅 8000元 跃层,10室2厅5卫,租赁方式未知,237㎡,8000,暂无数据,余杭,高楼层/5层,朝南 北,无,暂无数据
合租 · 新安新秀家园 4室1厅,4室1厅1卫,合租,19㎡,1100,3~12个月,余杭,3/7层,朝南,暂无数据,暂无数据
合租 · 新安新秀家园 4室1厅,4室1厅1卫,合租,21㎡,1100,3~12个月,余杭,3/7层,朝南,暂无数据,暂无数据
整租 · 新房出手 价廉物美 先到先得  一定要关注,2室1厅1卫,整租,82㎡,3500,2~3年,余杭,高楼层/6层,朝南,有,暂无数据
合租 · 红联九漾华庭▪东区 4室1厅,4室1厅2卫,合租,13㎡,1150,3~12个月,余杭,13/17层,朝北,有,免费使用
竹海水韵 3室1厅 2550元,3室1厅1卫,租赁方式未知,90㎡,2550,暂无数据,余杭,低楼层/16层,朝南 北,有,暂无数据
合租 · 永顺嘉园 4室1厅,4室1厅1卫,合租,18㎡,1260,3~12个月,余杭,4/7层,朝南,暂无数据,免费使用
合租 · 万泰城章 4室1厅,4室1厅2卫,合租,18㎡,1300,3~12个月,余杭,24/30层,朝南,有,免费使用
合租 · 世纪嘉园晴彩巴厘 5室1厅 跃层,5室1厅2卫,合租,12㎡,1110,3~12个月,余杭,6/6层,朝南,无,免费使用
合租 · 世纪嘉园晴彩巴厘 5室1厅 跃层,5室1厅2卫,合租,15㎡,1210,3~12个月,余杭,6/6层,朝南,无,免费使用
合租 · 红联九漾华庭▪东区 4室1厅,4室1厅2卫,合租,12㎡,1050,3~12个月,余杭,17/17层,朝南,有,免费使用
合租 · 赞成首府 5室1厅,5室1厅2卫,合租,16㎡,1250,3~12个月,余杭,18/18层,朝南,暂无数据,免费使用
合租 · 紫兰花苑 5室2厅 跃层,5室2厅2卫,合租,18㎡,850,4~12个月,余杭,7/7层,朝北,暂无数据,免费使用
合租 · 东海水景城 6室1厅,6室1厅4卫,合租,27㎡,1500,4~12个月,余杭,1/12层,朝东,暂无数据,暂无数据
合租 · 良熟新苑 4室1厅,4室1厅2卫,合租,19㎡,1160,3~12个月,余杭,9/18层,朝南,有,免费使用
合租 · 新元金沙家园 1室0厅,1室0厅1卫,合租,30㎡,1500,6个月,江干,11/24层,朝南,有,租用车位
整租 · 雍荣华庭 3室1厅,3室1厅2卫,整租,89㎡,6300,1年以上,拱墅,5/29层,朝南,有,租用车位
整租 · 中天西城纪 2室2厅,2室2厅1卫,整租,45㎡,4350,3~12个月,拱墅,13/14层,朝南,有,暂无数据
整租 · 远洋杭州大运河商务区 1室1厅,1室1厅1卫,整租,50㎡,4500,3个月以上,拱墅,5/18层,朝北,暂无数据,租用车位
整租 · 复地壹中心 2室1厅,2室1厅1卫,整租,68㎡,4000,3个月以上,拱墅,10/23层,朝南,暂无数据,租用车位
整租 · 复地壹中心 2室1厅,2室1厅1卫,整租,68㎡,4300,3个月以上,拱墅,11/23层,朝南,暂无数据,租用车位
整租 · 复地壹中心 2室1厅,2室1厅1卫,整租,68㎡,4000,3个月以上,拱墅,21/23层,朝南,暂无数据,租用车位
整租 · 复地壹中心 1室1厅,1室1厅1卫,整租,55㎡,3000,3个月以上,拱墅,3/23层,朝南,暂无数据,租用车位
整租 · 复地壹中心 2室1厅,2室1厅1卫,整租,68㎡,4000,3个月以上,拱墅,22/23层,朝南,暂无数据,租用车位
整租 · 复地壹中心 1室1厅,1室1厅1卫,整租,55㎡,3000,3个月以上,拱墅,23/23层,朝南,暂无数据,租用车位
整租 · 复地壹中心 1室1厅,1室1厅1卫,整租,55㎡,3000,3个月以上,拱墅,22/23层,朝南,暂无数据,租用车位
整租 · 凯德湖墅 2室1厅,2室1厅1卫,整租,89㎡,6000,3~10个月,拱墅,7/18层,朝南,有,租用车位
整租 · 庆隆苑 1室0厅,1室0厅1卫,整租,25㎡,2100,暂无数据,拱墅,12/33层,朝南 北,有,租用车位
整租 · 黄龙金茂悦 3室2厅,3室2厅1卫,整租,90㎡,6000,3~12个月,拱墅,11/18层,朝南,暂无数据,租用车位
整租 · 都景公寓 2室1厅,2室1厅1卫,整租,87㎡,5300,3~12个月,拱墅,13/27层,朝南,暂无数据,暂无数据
整租 · 都景公寓 2室1厅,2室1厅1卫,整租,60㎡,4800,3~12个月,拱墅,7/28层,朝南,暂无数据,租用车位
整租 · 都景公寓 3室1厅,3室1厅1卫,整租,86㎡,5300,3~12个月,拱墅,16/27层,朝南,暂无数据,暂无数据
合租 · 新安天苑 5室0厅,5室0厅1卫,合租,10㎡,800,1~3年,拱墅,8/22层,朝北,有,租用车位
合租 · 三宝新村 3室1厅,3室1厅1卫,合租,15㎡,1100,3~12个月,拱墅,5/5层,朝南,无,租用车位
整租 · 融信学院府 3室1厅,3室1厅1卫,整租,89㎡,5000,7~12个月,拱墅,10/24层,朝南,暂无数据,租用车位
合租 · 融信学院府 4室1厅,4室1厅2卫,合租,18㎡,1700,7~12个月,拱墅,12/24层,朝东,暂无数据,租用车位
合租 · 方正御星 5室0厅,5室0厅2卫,合租,25㎡,2000,3~12个月,拱墅,2/23层,朝南,暂无数据,暂无数据
整租 · 三宝郡庭 3室2厅,3室2厅2卫,整租,120㎡,7000,1年以上,拱墅,5/27层,朝南,有,租用车位
整租 · 三宝郡庭 2室2厅,2室2厅1卫,整租,89㎡,5000,1年以上,拱墅,23/33层,朝南,暂无数据,暂无数据
整租 · 西城时代 1室2厅 跃层,1室2厅2卫,整租,70㎡,4500,1~3年,拱墅,19/20层,朝南,暂无数据,暂无数据
整租 · 庆隆苑 2室2厅,2室2厅1卫,整租,85㎡,5500,1年以上,拱墅,15/18层,朝南,暂无数据,租用车位
合租 · 香兰名院 6室1厅,6室1厅2卫,合租,23㎡,2000,1~2年,拱墅,20/20层,朝南,暂无数据,暂无数据
整租 · 雍荣华庭 3室2厅,3室2厅2卫,整租,89㎡,6800,1年以上,拱墅,16/29层,朝南,有,租用车位
整租 · 凯德湖墅 2室2厅,2室2厅1卫,整租,61㎡,4400,6~12个月,拱墅,13/18层,朝南,有,暂无数据
整租 · 为西小和十五中，师资力量雄厚，居住环境优美,1室2厅1卫,整租,60㎡,6000,1年以内,西湖,低楼层/4层,朝南,无,暂无数据
科尔世纪外滩 4室2厅 8333元,4室2厅2卫,租赁方式未知,335㎡,8333,暂无数据,萧山,低楼层/3层,朝南 北,暂无数据,暂无数据
合租 · 万泰城章 4室1厅,4室1厅2卫,合租,16㎡,1200,1~12个月,余杭,26/26层,朝西,暂无数据,租用车位
整租 · 绿城物业，精装*配，一线江景房，房东诚心出租,4室2厅1卫,整租,85㎡,5500,1~2年,江干,中楼层/23层,朝南,有,暂无数据
整租 · 精装的小三房，配置齐*，拎包入住,3室2厅1卫,整租,89㎡,3600,1~2年,江干,低楼层/24层,朝南,有,暂无数据
合租 · 天阳尚城国际一期 5室1厅,5室1厅2卫,合租,10㎡,1190,3~12个月,江干,9/23层,朝南,有,暂无数据
闸弄口新村 2室1厅 3300元,2室1厅1卫,租赁方式未知,51㎡,3300,暂无数据,江干,中楼层/6层,朝南,无,暂无数据
整租 · 丁桥颐景园 3室2厅 3600元,3室2厅1卫,整租,90㎡,3600,3年以上,江干,高楼层/16层,朝南,有,暂无数据
整租 · 湾南德盛东苑 2室1厅,2室1厅1卫,整租,62㎡,3000,3~12个月,江干,4/16层,朝南,暂无数据,租用车位
中海御道 3室2厅 8500元,3室2厅2卫,租赁方式未知,128㎡,8500,暂无数据,江干,低楼层/35层,朝南 北,暂无数据,暂无数据
整租 · 新塘家园东区 4室1厅 跃层,4室1厅2卫,整租,120㎡,8000,1~3年,江干,15/15层,朝南,暂无数据,租用车位
整租 · 景芳二区 3室2厅,3室2厅1卫,整租,85㎡,5000,1~2年,江干,2/7层,朝南,无,租用车位
整租 · 景芳二区 4室2厅,4室2厅2卫,整租,120㎡,7000,1~3年,江干,5/5层,朝南,无,租用车位
整租 · 景芳东区 2室2厅,2室2厅1卫,整租,71㎡,3900,1~2年,江干,6/7层,朝南,无,租用车位
整租 · 景芳五区 1室1厅,1室1厅1卫,整租,42㎡,3200,1~2年,江干,6/6层,朝南,无,暂无数据
整租 · 景芳新五区 1室1厅,1室1厅1卫,整租,41㎡,3200,6~12个月,江干,1/7层,朝南,无,暂无数据
整租 · 新城时代广场 2室1厅,2室1厅1卫,整租,84㎡,7500,1~2年,江干,24/27层,朝南,有,暂无数据
整租 · 新城市广场 1室1厅,1室1厅1卫,整租,40㎡,3300,1~2年,江干,26/30层,朝南,有,暂无数据
整租 · 房子两室两厅两卫 厅大 两室朝南 适合朋友 一家人,2室2厅2卫,整租,111㎡,4500,1年以内,江干,中楼层/29层,朝南,有,暂无数据
整租 · 大三房，适合家庭居住，楼层好，采光好，随时入住,3室2厅2卫,整租,138㎡,6000,2~3年,江干,中楼层/16层,朝南,有,租用车位
整租 · 东方铭楼 1室1厅,1室1厅1卫,整租,58㎡,2999,1~12个月,江干,16/23层,朝南,暂无数据,免费使用
中海御道 4室2厅 13000元,4室2厅2卫,租赁方式未知,140㎡,13000,暂无数据,江干,高楼层/30层,朝南,暂无数据,暂无数据
整租 · 峻景湾 毛坯259方大阳台可观江景,5室2厅3卫,整租,259㎡,5500,1年以内,江干,高楼层/33层,朝南,有,暂无数据
合租 · 城发云锦城 4室1厅,4室1厅2卫,合租,25㎡,1020,4~12个月,江干,3/22层,朝南,有,租用车位
整租 · 精装修，拎包入住，高楼层采光视野好,3室2厅2卫,整租,122㎡,5000,1年以内,江干,高楼层/7层,朝南 北,有,暂无数据
整租 · 恒祺克拉天玺 1室1厅,1室1厅1卫,整租,36㎡,3400,1~3个月,江干,5/15层,朝南,暂无数据,租用车位
整租 · 恒祺克拉天玺 2室1厅,2室1厅1卫,整租,72㎡,4800,1~3个月,江干,15/15层,朝南,暂无数据,租用车位
整租 · loft四房，江景拎包入住，采光通透，房东诚心,4室3厅2卫,整租,121㎡,4200,1年以内,江干,高楼层/6层,朝南,无,暂无数据
合租 · 滨江德信东方星城 4室1厅,4室1厅1卫,合租,15㎡,1600,1年以内,江干,17/17层,朝东,有,租用车位
合租 · 滨江德信东方星城 4室1厅,4室1厅1卫,合租,16㎡,1800,1年以内,江干,17/17层,朝南,有,租用车位
整租 · 滨江德信东方星城 3室1厅 6500元,3室1厅2卫,整租,122㎡,6500,2~3年,江干,低楼层/17层,朝南,有,暂无数据
合租 · 滨江德信东方星城 4室1厅,4室1厅1卫,合租,25㎡,2600,1年以内,江干,10/17层,朝南,有,租用车位
保利湾天地二期 2室2厅 3500元,2室2厅2卫,租赁方式未知,73㎡,3500,暂无数据,江干,高楼层/33层,朝东南,有,暂无数据
西溪蓝海 2室2厅 3000元 复式,2室2厅1卫,租赁方式未知,38㎡,3000,暂无数据,余杭,中楼层/23层,朝南,有,暂无数据
华盛达堂巢 2室1厅 2500元,2室1厅2卫,租赁方式未知,41㎡,2500,暂无数据,余杭,高楼层/6层,朝南 北,有,暂无数据
怡景花城鸣翠苑 3室1厅 2800元,3室1厅3卫,租赁方式未知,182㎡,2800,暂无数据,余杭,高楼层/6层,朝南,有,暂无数据
庭院深深 3室2厅 2000元,3室2厅2卫,租赁方式未知,135㎡,2000,暂无数据,余杭,低楼层/18层,朝南,有,暂无数据
绿城风华苑 2室1厅 3000元 复式,2室1厅4卫,租赁方式未知,278㎡,3000,暂无数据,余杭,高楼层/15层,朝南 北,暂无数据,暂无数据
赞成乐山红叶 5室3厅 3500元,5室3厅4卫,租赁方式未知,183㎡,3500,暂无数据,余杭,低楼层/3层,朝南,无,暂无数据
诚心出租，可以长租无物业费，成熟小区,4室1厅2卫,租赁方式未知,132㎡,4000,暂无数据,余杭,低楼层/6层,朝南,无,暂无数据
合租 · 协安蓝郡 4室1厅,4室1厅1卫,合租,9㎡,2030,1~2年,余杭,11/16层,朝南,暂无数据,暂无数据
浙商开元名都祺寓 1室1厅 2500元,1室1厅1卫,租赁方式未知,52㎡,2500,暂无数据,余杭,高楼层/26层,朝北,有,暂无数据
合租 · 万泰城章 5室1厅,5室1厅2卫,合租,16㎡,1250,3~12个月,余杭,2/7层,朝南,有,免费使用
整租 · 乔司东城丽景，自住装修，两房。,2室1厅1卫,整租,76㎡,3200,1~2年,余杭,高楼层/6层,朝南,无,暂无数据
合租 · 赞成首府 4室1厅,4室1厅2卫,合租,17㎡,1250,3~12个月,余杭,1/18层,朝南,暂无数据,免费使用
合租 · 良熟新苑 5室1厅,5室1厅2卫,合租,17㎡,1240,3~12个月,余杭,11/17层,朝南,暂无数据,免费使用
赞成龙兴道一号 4室1厅 3200元,4室1厅2卫,租赁方式未知,120㎡,3200,暂无数据,余杭,低楼层/18层,朝南,有,暂无数据
整租 · 翡翠城自住装修大三房 拎包入住,3室2厅2卫,整租,137㎡,6200,1年以内,余杭,低楼层/11层,朝东南,有,暂无数据
春色满园 3室1厅 2000元,3室1厅1卫,租赁方式未知,90㎡,2000,暂无数据,余杭,低楼层/6层,朝南 北,暂无数据,暂无数据
合租 · 钱塘梧桐蓝山 4室1厅,4室1厅2卫,合租,19㎡,1200,3~12个月,余杭,9/32层,朝南,有,暂无数据
整租 · 翁梅三鑫工业园区这边三房带装修只要3200每月,3室2厅1卫,整租,88㎡,3200,1~2年,余杭,低楼层/18层,朝南,有,暂无数据
合租 · 钱塘梧桐蓝山 4室1厅,4室1厅2卫,合租,20㎡,1200,3~12个月,余杭,9/32层,朝南,有,暂无数据
华元欢乐城 1室0厅 2300元,1室0厅1卫,租赁方式未知,45㎡,2300,暂无数据,余杭,高楼层/38层,朝东,有,暂无数据
合租 · 钱塘梧桐蓝山 4室1厅,4室1厅2卫,合租,19㎡,1100,3~12个月,余杭,9/32层,朝南,有,暂无数据
整租 · 金都夏宫 2室2厅 2300元,2室2厅1卫,整租,81㎡,2300,1年以内,余杭,中楼层/34层,朝南 北,有,暂无数据
合租 · 钱塘梧桐蓝山 4室1厅,4室1厅2卫,合租,15㎡,950,3~12个月,余杭,9/32层,朝北,有,暂无数据
合租 · 盛世嘉园 5室1厅,5室1厅2卫,合租,8㎡,1030,1~2年,余杭,9/11层,朝西,暂无数据,暂无数据
新明半岛 3室2厅 3000元,3室2厅2卫,租赁方式未知,130㎡,3000,暂无数据,余杭,中楼层/11层,朝南 北,有,暂无数据
整租 · 低楼层 三房 双阳台 家具家电齐*  拎包入住,3室1厅1卫,整租,97㎡,2300,暂无数据,余杭,中楼层/6层,朝南 北,暂无数据,暂无数据
合租 · 赞成首府 4室1厅,4室1厅2卫,合租,14㎡,1150,3~12个月,余杭,11/18层,朝南,暂无数据,免费使用
合租 · 赞成首府 4室1厅,4室1厅2卫,合租,14㎡,1130,3~12个月,余杭,11/18层,朝西,暂无数据,免费使用
合租 · 理想康城国际 4室1厅,4室1厅2卫,合租,12㎡,1000,3~12个月,余杭,4/30层,朝北,有,免费使用
萧山宝龙城市广场 1室1厅 3100元,1室1厅1卫,租赁方式未知,40㎡,3100,暂无数据,萧山,高楼层/27层,朝西,有,暂无数据
新城香悦奥府！南北通透！3房2厅2卫！户型正,3室1厅2卫,租赁方式未知,88㎡,5500,暂无数据,萧山,低楼层/27层,朝南,有,暂无数据
知稼苑 3室2厅 7000元,3室2厅2卫,租赁方式未知,176㎡,7000,暂无数据,萧山,高楼层/25层,朝南,有,暂无数据
名望府次新小区 环境优美 户型方正 楼层好 视野开阔,2室2厅1卫,租赁方式未知,60㎡,3500,暂无数据,萧山,低楼层/25层,朝南,有,暂无数据
新南郡嘉苑 2室1厅 2500元,2室1厅1卫,租赁方式未知,70㎡,2500,暂无数据,萧山,低楼层/26层,朝南 北,暂无数据,暂无数据
科尔世纪外滩 3室1厅 4500元,3室1厅2卫,租赁方式未知,110㎡,4500,暂无数据,萧山,高楼层/28层,朝南,有,暂无数据
中栋国际 6室2厅 11000元,6室2厅2卫,租赁方式未知,140㎡,11000,暂无数据,萧山,低楼层/33层,朝南,有,暂无数据
郡望府 3室2厅 3000元,3室2厅1卫,租赁方式未知,89㎡,3000,暂无数据,萧山,中楼层/27层,朝南,暂无数据,暂无数据
富地商瑞大厦 2室0厅 3000元,2室0厅1卫,租赁方式未知,70㎡,3000,暂无数据,萧山,中楼层/14层,朝南,有,暂无数据
中国铁建青秀城 3室1厅 7000元,3室1厅2卫,租赁方式未知,90㎡,7000,暂无数据,萧山,低楼层/18层,朝南 北,有,暂无数据
万众名府 2室2厅 4000元,2室2厅1卫,租赁方式未知,108㎡,4000,暂无数据,萧山,中楼层/17层,朝南 北,有,暂无数据
得力名望府 3室2厅 5000元,3室2厅2卫,租赁方式未知,120㎡,5000,暂无数据,萧山,中楼层/25层,朝南,暂无数据,暂无数据
精装三房，南北通透......,3室2厅2卫,租赁方式未知,89㎡,3300,暂无数据,萧山,中楼层/27层,朝南,暂无数据,暂无数据
利二花苑 2室1厅 4500元,2室1厅1卫,租赁方式未知,60㎡,4500,暂无数据,萧山,中楼层/34层,朝北,暂无数据,暂无数据
金地德圣中心 1室1厅 3800元,1室1厅1卫,租赁方式未知,50㎡,3800,暂无数据,萧山,中楼层/25层,朝西,有,暂无数据
广泽小区 2室2厅 3200元,2室2厅1卫,租赁方式未知,76㎡,3200,暂无数据,萧山,中楼层/25层,朝南,暂无数据,暂无数据
利二花苑 3室1厅 7000元,3室1厅1卫,租赁方式未知,115㎡,7000,暂无数据,萧山,低楼层/34层,朝北,暂无数据,暂无数据
明华明辉花园 4室2厅 6500元,4室2厅2卫,租赁方式未知,175㎡,6500,暂无数据,萧山,低楼层/18层,朝南,暂无数据,暂无数据
名望府次新小区 环境优美 户型方正 楼层好 视野开阔,3室1厅2卫,租赁方式未知,89㎡,4000,暂无数据,萧山,高楼层/25层,朝南,有,暂无数据
名望府次新小区 环境优美 户型方正 楼层好 视野开阔,3室2厅2卫,租赁方式未知,89㎡,4000,暂无数据,萧山,高楼层/25层,朝南,有,暂无数据
明怡花苑 2室1厅 4500元,2室1厅1卫,租赁方式未知,85㎡,4500,暂无数据,萧山,中楼层/5层,朝南,无,暂无数据
合丰新业大厦 2室1厅 3700元,2室1厅1卫,租赁方式未知,65㎡,3700,暂无数据,萧山,低楼层/21层,朝南,暂无数据,暂无数据
崇化住宅区 2室1厅 2500元,2室1厅1卫,租赁方式未知,60㎡,2500,暂无数据,萧山,高楼层/6层,朝北,无,暂无数据
明怡花苑 2室1厅 3800元,2室1厅1卫,租赁方式未知,55㎡,3800,暂无数据,萧山,中楼层/5层,朝南,无,暂无数据
龙湖旭辉春江悦茗 4室1厅 6800元,4室1厅1卫,租赁方式未知,95㎡,6800,暂无数据,萧山,低楼层/30层,朝南,有,暂无数据
万科大家世纪之光 3室1厅 6500元,3室1厅1卫,租赁方式未知,81㎡,6500,暂无数据,萧山,高楼层/17层,朝南,有,暂无数据
融创东南海    格局方正 采光佳  房东诚心出租,3室1厅2卫,租赁方式未知,89㎡,3600,暂无数据,萧山,高楼层/27层,朝南,有,暂无数据
德意空港国际 3室2厅 3500元,3室2厅2卫,租赁方式未知,95㎡,3500,暂无数据,萧山,高楼层/15层,朝南,暂无数据,暂无数据
名望府次新小区 环境优美 户型方正 楼层好 视野开阔,3室1厅2卫,租赁方式未知,90㎡,3000,暂无数据,萧山,中楼层/25层,朝南,暂无数据,暂无数据
这个冬天有点冷，你需要一个温暖的家，好房推荐。,2室1厅1卫,租赁方式未知,57㎡,4000,暂无数据,西湖,高楼层/6层,朝南,无,暂无数据
合租 · 协安紫郡 5室2厅,5室2厅2卫,合租,20㎡,1700,1~2年,西湖,15/18层,朝南,有,租用车位
融创河滨之城 3室2厅 5500元,3室2厅2卫,租赁方式未知,89㎡,5500,暂无数据,西湖,低楼层/18层,朝南,暂无数据,暂无数据
紫金西苑大四房 宽敞舒适 直接拎包入住,4室2厅2卫,租赁方式未知,139㎡,8800,暂无数据,西湖,中楼层/22层,朝南,暂无数据,暂无数据
整租 · 黄龙世纪苑 1室1厅 4500元,1室1厅1卫,整租,50㎡,4500,1~2年,西湖,高楼层/17层,朝南,暂无数据,暂无数据
整租 · 今日嘉园 1室1厅 3800元,1室1厅1卫,整租,50㎡,3800,1年以内,西湖,低楼层/17层,朝南,有,暂无数据
西溪锋尚苑 1室1厅 3800元,1室1厅1卫,租赁方式未知,43㎡,3800,暂无数据,西湖,高楼层/7层,朝西 西北,有,暂无数据
融创河滨之城 3室2厅 6800元,3室2厅1卫,租赁方式未知,89㎡,6800,暂无数据,西湖,中楼层/18层,朝南 北,暂无数据,暂无数据
整租 · 新德雅公寓，清爽两房，家具家电齐*，诚心出租,3室1厅1卫,整租,134㎡,6500,1~2年,西湖,中楼层/27层,朝南,有,暂无数据
墩莳家园 2室1厅 3000元,2室1厅1卫,租赁方式未知,65㎡,3000,暂无数据,西湖,中楼层/27层,朝南,暂无数据,暂无数据
整租 · 坤和和家园 1室1厅 3500元,1室1厅1卫,整租,65㎡,3500,1年以内,西湖,低楼层/15层,朝南,有,暂无数据
庆丰新村 3室1厅 5800元,3室1厅1卫,租赁方式未知,89㎡,5800,暂无数据,西湖,低楼层/8层,朝南,无,暂无数据
整租 · 交通便利，房东诚心出租，户型很好。,2室1厅1卫,整租,70㎡,4000,1~3个月,西湖,中楼层/17层,朝南,暂无数据,暂无数据
整租 · 黄龙世纪苑 2室1厅 5500元,2室1厅1卫,整租,90㎡,5500,1年以内,西湖,低楼层/17层,朝南,暂无数据,暂无数据
合租 · 秀里华庭 3室1厅,3室1厅3卫,合租,16㎡,1300,1~2年,西湖,13/23层,朝南,暂无数据,租用车位
整租 · 康乐香港城 3室1厅 4200元,3室1厅1卫,整租,81㎡,4200,1~2年,西湖,高楼层/7层,朝南,无,暂无数据
整租 · 华门房东自住精装两房现在空置出租 小区独立门户,2室1厅1卫,整租,72㎡,4500,1年以内,西湖,高楼层/27层,朝南,有,暂无数据
珊瑚沙家园 3室1厅 4500元,3室1厅1卫,租赁方式未知,105㎡,4500,暂无数据,西湖,高楼层/6层,朝南,无,暂无数据
浙大新村 3室1厅 4500元,3室1厅1卫,租赁方式未知,75㎡,4500,暂无数据,西湖,低楼层/5层,朝南,暂无数据,暂无数据
整租 ·  户型分布合理， 小区配套完善，交通出行便利。,2室1厅1卫,整租,65㎡,2600,2~3年,西湖,低楼层/27层,朝南,暂无数据,暂无数据
合租 · 沁雅花园 5室2厅 跃层,5室2厅5卫,合租,40㎡,2600,6个月以上,西湖,5/6层,朝南,无,租用车位
都市阳光和苑 2室1厅 3500元,2室1厅1卫,租赁方式未知,63㎡,3500,暂无数据,西湖,中楼层/22层,朝南,暂无数据,暂无数据
都市阳光和苑 2室1厅 3000元,2室1厅1卫,租赁方式未知,63㎡,3000,暂无数据,西湖,中楼层/28层,朝南,有,暂无数据
合租 · 恒升花苑 5室1厅,5室1厅2卫,合租,15㎡,1780,6~12个月,西湖,15/18层,朝北,有,租用车位
合租 · 龙都大厦 1室1厅,1室1厅1卫,合租,60㎡,3000,1~2年,西湖,8/13层,朝南,有,暂无数据
合租 · 龙都大厦 4室1厅,4室1厅4卫,合租,40㎡,1800,1~2年,西湖,5/13层,朝南,有,租用车位
合租 · 龙都大厦 4室1厅,4室1厅4卫,合租,45㎡,1800,1~2年,西湖,5/13层,朝南,有,租用车位
整租 · 求是黄龙 三房清爽装修 房东人好 价格还可谈 可宿舍,3室1厅1卫,整租,80㎡,5500,暂无数据,西湖,高楼层/5层,朝南 北,无,暂无数据
整租 · 中天西城纪 3室2厅,3室2厅1卫,整租,68㎡,5400,3~12个月,拱墅,7/14层,朝南,有,暂无数据
整租 · 绿城物业，*配，一线江景房，房东诚心出租,4室2厅2卫,整租,86㎡,5500,1年以内,江干,中楼层/23层,朝南,有,暂无数据
整租 · 明桂苑 2室2厅,2室2厅1卫,整租,70㎡,4000,6~24个月,江干,10/16层,朝南,有,租用车位
整租 · 精品江景房 简装大两房 家电齐* 拎包入住,2室2厅1卫,整租,89㎡,4000,1~2年,江干,低楼层/23层,朝南,有,暂无数据
恒祺克拉天玺 1室1厅 3000元,1室1厅1卫,租赁方式未知,41㎡,3000,暂无数据,江干,高楼层/15层,朝南,有,暂无数据
整租 · 简装两房，拎包入住，*边中医院，电梯房,2室1厅1卫,整租,74㎡,2500,1~2年,江干,中楼层/15层,朝南,暂无数据,暂无数据
观澜时代云邸苑 5室2厅 3600元,5室2厅3卫,租赁方式未知,214㎡,3600,暂无数据,江干,中楼层/43层,朝东南,有,暂无数据
合租 · 明桂苑 1室0厅,1室0厅1卫,合租,20㎡,2100,1~2年,江干,6/18层,朝南,有,暂无数据
合租 · 锦润公寓 1室0厅,1室0厅1卫,合租,15㎡,1600,1~2年,江干,4/8层,朝南,暂无数据,暂无数据
整租 · 世茂江滨商业中心 1室1厅,1室1厅1卫,整租,67㎡,3200,6个月以上,江干,7/25层,朝南,有,暂无数据
整租 · 龙湖名景台 优质3房 家电配齐拎包入住 房东自住装修,3室1厅1卫,整租,89㎡,4000,1年以内,江干,高楼层/16层,朝南,有,暂无数据
整租 · 上沙锦湖家园 3室1厅,3室1厅1卫,整租,89㎡,4500,4~10个月,江干,18/18层,朝东南,有,租用车位
合租 · 郡原相江公寓 3室1厅,3室1厅1卫,合租,14㎡,1362,1~2年,江干,6/30层,朝南,暂无数据,暂无数据
合租 · 郡原相江公寓 3室1厅,3室1厅1卫,合租,12㎡,1308,1~2年,江干,6/30层,朝南,暂无数据,暂无数据
东港嘉苑三区 2室2厅 4800元,2室2厅1卫,租赁方式未知,89㎡,4800,暂无数据,江干,中楼层/16层,朝南 北,有,暂无数据
合租 · 三卫家园北苑 4室1厅,4室1厅1卫,合租,12㎡,1114,4~24个月,江干,13/24层,朝西,暂无数据,暂无数据
毛坯三房两厅出租，可以长租。。,3室2厅1卫,租赁方式未知,89㎡,1800,1年以内,江干,高楼层/24层,朝南,暂无数据,暂无数据
合租 · 三卫家园南苑 4室1厅,4室1厅2卫,合租,12㎡,1230,1~2年,江干,10/30层,朝南,暂无数据,暂无数据
赵家花苑 2室2厅 3100元,2室2厅1卫,租赁方式未知,80㎡,3100,暂无数据,江干,中楼层/15层,朝南 北,暂无数据,暂无数据
中海御道 3室2厅 9000元,3室2厅2卫,租赁方式未知,112㎡,9000,暂无数据,江干,低楼层/35层,朝南,有,暂无数据
合租 · 郡原相江公寓 3室1厅,3室1厅1卫,合租,10㎡,1262,1~2年,江干,6/30层,朝南,暂无数据,暂无数据
鑫运时代金座 跃层LOFT户型 交通方便 LOFT,2室1厅2卫,租赁方式未知,50㎡,6000,暂无数据,江干,中楼层/11层,朝东,有,暂无数据
合租 · 三卫家园北苑 4室1厅,4室1厅1卫,合租,10㎡,1254,1~2年,江干,7/17层,朝南,暂无数据,暂无数据
