name,type,price,star,comment,taste,env,service,recommend.0,recommend.1,recommend.2,zone,address
鱼仙遇鲜,私房菜,,准四星商户,5.0,7.4,6.9,7.3,现炸酥鱼原味,现炸咸猪蹄,糖醋酥鱼,江干区,三里亭农贸市场
新荣桂茶楼,私房菜,,准四星商户,18.0,7.3,7.3,7.4,秘制稻香肉,农家土鸡煲,自制酱鸭,灵隐,梅家坞73号
能美酱好吃,私房菜,,准四星商户,6.0,7.6,7.6,7.7,黄鱼鲞,私房红烧肉,大闸蟹,凤起路沿线,凤起路8号
三十六道菜,私房菜,,准四星商户,3.0,7.6,7.6,7.6,麻辣豆腐,肉沫茄子,青椒肉丝,石祥路/沈半路沿线,祥符街道莫干山路841弄128号
江南小厨,私房菜,,准四星商户,1.0,7.4,7.4,7.4,小炒肉盖浇饭,油炸臭豆腐,烤小黄鱼,拱宸桥/上塘,永庆路11号地下一层
小来峰私房菜馆,私房菜,,准四星商户,5.0,7.2,7.2,6.7,扁笋咸菜,猪大肠,白切鸡,下沙,开发区6号大街11号大街东30米（白洋桥美食休闲园）
鱼的错(万达店),私房菜,,准四星商户,7.0,7.4,7.4,7.6,清新柠檬鱼,老坛酸菜鱼,芬达,万达广场,上祥路317号
八哲私房菜,私房菜,,准四星商户,5.0,7.3,7.3,7.3,糖醋里脊,水煮肉片,鲜菇炒肉片,和达东东城,杭州经济技术开发区云水苑商铺4号
徐记私房菜,私房菜,￥20,四星商户,2.0,7.7,7.4,7.4,番茄炒蛋,水煮鱼,香酥牛肉,下城区,杨家沁苑21排12号-4
私房菜馆(星桥北路店),私房菜,,准四星商户,1.0,7.7,7.7,7.7,外婆菜,番茄蛋花汤,麻婆豆腐,星桥,临平藕花洲大街西段453号
淮扬菜精品私房菜(汇和城店),私房菜,,准四星商户,1.0,7.2,7.2,7.2,,,,高新文教区,文一路296号汇和城4层
龙泉私房菜,私房菜,,准四星商户,1.0,7.2,7.2,7.2,鸡蛋炒面,鸡架豆腐干锅,鱼香肉丝,城站火车站,秋涛路一弄31-5
老爷子私房菜,私房菜,,准四星商户,7.0,7.6,7.6,7.6,爆炒花蛤,酸汤肥牛,小炒山药,余杭区,金昌路2134号
洪门宴,私房菜,,准四星商户,5.0,7.8,7.4,7.2,洪烧猪蹄,洪烧鲫鱼,冬笋炒腊肉,三墩镇,古墩路1245号
旺角食府,私房菜,,准四星商户,2.0,7.5,7.5,7.5,烤鱼,回锅肉,猪肉盖浇饭,和达东东城,25号大街宝龙二期28幢102-103号
十七碗私房菜,私房菜,,准四星商户,1.0,7.6,7.6,7.6,,,,钱王街,江南路12号
井盒炒饭(金沙湖店),私房菜,,准四星商户,5.0,7.1,7.2,7.2,老干妈鸭胗炒饭,王中王橄榄菜炒饭,黑椒里脊炒饭,下沙,杭州经济技术开发区金沙大道万亚名城3幢120号
鼎顺私房菜,私房菜,￥25,准四星商户,19.0,7.4,7.1,7.3,酸辣牛杂汤,土豆丸,温州鱼豆腐,三墩镇,三墩镇紫荆花路温州村46幢112
蔚家特厨(中赢康康谷店),私房菜,,准四星商户,8.0,7.2,7.1,7.1,白切鸡,三丝脆中脆,蔚家东坡肉,开发区/高教园,长河街道春晓路中赢康康谷6幢105
觅道-牛肉饭,私房菜,,准四星商户,6.0,7.4,7.4,7.5,金牌牛肉饭,日式炸鸡,香酥猪排牛肉饭,江干区,江干区普德路
衢记私房菜,私房菜,,准四星商户,3.0,6.7,7.2,7.2,烤鸡爪,包心菜炒粉丝,蒜泥青菜,城站火车站,解放路15号
邓DENG记私厨,私房菜,,准四星商户,1.0,7.2,7.5,7.5,干锅花菜,尖椒油渣,糖醋排骨,钱江世纪城,钱江世纪公园A5
画乡院精品民宿,私房菜,,准四星商户,4.0,7.3,7.6,7.4,烧烤配料,烧烤配菜,,西湖区,转塘街道外桐坞村38-2号
杨记私房菜,私房菜,,准四星商户,8.0,7.4,7.2,7.4,特色烤草鱼,香菜干丝,鸳鸯锅,西湖区,竞舟路86号
魏道私厨(蓝庭小日子店),私房菜,,准四星商户,2.0,7.4,7.4,7.4,青椒肉丝盖浇饭,番茄鸡蛋盖浇饭,大排面,余杭区,临平街道蓝庭花园品蓝轩6-2室
青点生活馆(芯宇店),私房菜,,准四星商户,3.0,7.3,7.3,7.3,台湾烧仙草,卤味大拼盘,卤大肠,高新文教区,文一路金都城市芯宇1幢
117面馆私房菜,私房菜,,准四星商户,6.0,7.6,7.2,7.6,排骨炸酱民,腰花猪肝炸酱面,爆炒猪肝面,萧山区,下湘湖路与湘湖路交叉口东50米
卢家小院,私房菜,,准四星商户,14.0,7.4,7.4,7.4,,,,桐庐县其他,学圣路555号
拾月星都私房菜,私房菜,,准四星商户,1.0,7.1,7.1,7.1,,,,星桥,藕花洲大街西段636号
聚乡堂传统菜,私房菜,,准四星商户,2.0,7.5,7.5,7.5,海鲜拼盘,排骨煲,排骨汤,余杭区,逸盛路73号
阿婆烫饭,私房菜,,准四星商户,5.0,6.9,7.2,7.3,土豆猪肝烫饭,培根,肥肠,开发区/高教园,江南大道4326号119室
阔翰地锅鸡私房菜,私房菜,,准四星商户,5.0,7.2,7.2,7.2,夹饼回锅肉,农家小炒肉,凉拌木耳,城厢,萧然东路11、13号
泽远茶庄,私房菜,,准四星商户,4.0,7.2,7.2,7.2,油爆虾,凉拌马兰头,秘制鸡爪,龙井/虎跑,龙井村75号
福记私房菜,私房菜,,准四星商户,2.0,7.2,7.2,7.2,水煮牛柳,尖椒牛柳,京葱爆牛柳,丁桥,大农港路450号
蔡小妞的私房菜,私房菜,,准四星商户,3.0,7.2,7.2,7.2,红烧肉,火锅,曲奇,江干区,董家桥路
传清私厨,私房菜,,准四星商户,2.0,7.1,7.1,7.2,干货虾,,,通惠路沿线,通惠南路559号
东方人家私房菜,私房菜,,准四星商户,8.0,7.2,7.2,7.2,鱼头,红烧牛腩,,江干区,九和路18号东方电子商务园1号楼二楼
方家私房菜(青山店),私房菜,,三星商户,4.0,6.9,6.9,6.9,红烧肉,椒盐虾,酸辣土豆丝,青山,青山湖街道临石路3-5号3楼
丁记私房菜(中沙店),私房菜,,准四星商户,1.0,7.2,7.7,7.7,肉沫娃娃菜,肘肉块卤豆腐泡,特色干锅椒麻鸡块,下沙,杭州经济技术开发区中沙金座10幢
桂香楼私房菜,私房菜,￥45,准四星商户,2.0,7.2,7.2,7.2,毛铺苦荞酒,中国劲酒,大果粒,九堡,左邻右舍公寓10幢108室
食家莊私房菜,私房菜,,准四星商户,1.0,7.2,7.2,7.2,红烧鸡煲,花生米,卤鸭,桐庐县其他,分水镇城西村西坞口56号
大块头私房料理,私房菜,,准四星商户,1.0,7.2,7.2,7.2,,,,高新文教区,西斗门路3号C幢
椿里私房菜,私房菜,,准四星商户,3.0,7.0,7.0,7.0,水煮牛肉,生炒鸡,,桐庐县其他,下杭路248号
鑫运来私房菜,私房菜,,准四星商户,1.0,7.2,7.2,7.2,香菇青菜,红烧野猪肉,蒜泥油麦菜,桐庐县其他,分水镇步行街35号
品运阁,私房菜,,准四星商户,2.0,7.1,7.1,7.1,美人椒爆炒鸡肝,牛杂锅仔,泥鳅芋艿,通惠路沿线,双桐路37号
乾龙私房菜(临平店),私房菜,,准四星商户,7.0,7.1,7.1,7.1,蒜泥龙虾,烤茄子,百威,临平,临平南大街159号
味觉私厨炒菜,私房菜,,准四星商户,2.0,7.1,7.1,7.1,,,,城东,城星路8号
李记私房菜,私房菜,￥84,准四星商户,63.0,7.1,7.1,7.1,生蚝 打,一品娃娃菜,锡纸花甲,通惠路沿线,萧山商业城萧绍路665号
麦紫私厨,私房菜,,准四星商户,2.0,7.1,7.1,7.1,,,,西湖北线/黄龙,黄龙雅苑1幢
刘鱼鲜私房菜,私房菜,￥36,准四星商户,5.0,6.9,7.0,7.0,椒麻鸡,四川凉粉,莴笋肉片,吴山广场/河坊街,江城路754-2号
姜威私房菜,私房菜,,准四星商户,1.0,7.1,7.1,7.1,,,,吴山广场/河坊街,惠民路17号
祝记熟鲜,私房菜,,准四星商户,1.0,7.2,7.2,7.2,五香猪耳,五香猪头肉,香辣鸡爪,朝晖地区,新市街63-3号
新九龙私房菜,私房菜,￥32,准四星商户,9.0,7.0,6.8,7.0,外婆红烧肉,干锅千页豆腐,蛋黄南瓜,小和山,留和路小和山新苑1区31号
念念不忘,私房菜,,准四星商户,7.0,7.2,7.3,7.4,烤鸭,勇闯天涯热血版,烤猪脑,余杭区,良渚街道越秀星汇园尚城东门9幢9-2室
衢州私房菜,私房菜,,准四星商户,2.0,7.0,6.8,7.0,韭黄炒蛋,芋艿仔排煲,毛笋干炖排骨,开发区/高教园,江南大道4328号
满堂红私房菜,私房菜,￥50,准四星商户,9.0,7.1,7.1,7.1,泰式凤爪,美极海蜇,腊味荷兰豆,祥符街,莫干山路与广业街交叉口大吉路北长青嘉苑6栋6-2商铺
桐城私房菜(滨江店),私房菜,,准四星商户,1.0,7.1,7.1,7.1,黄瓜炒肉片,木耳炒肉片,蛋黄豆腐,开发区/高教园,滨和路1652-99号
井盒炒饭,私房菜,,准四星商户,1.0,7.1,6.8,6.8,老坛酸菜肉丝炒饭,XO酱海鲜炒饭,美味鸭掌,九堡,九堡家苑三区5排20号
表哥家餐馆,私房菜,￥83,准四星商户,26.0,7.0,6.9,6.9,土鸡汤,番茄炒蛋,椒盐土豆饼,清凉峰,龙岗镇龙岗大街108号
鑫鑫菜馆,私房菜,,准四星商户,1.0,7.1,7.1,7.1,,,,开发区/高教园,祥和一期万家惠超市路口向西第二家
麟家厨房私房菜,私房菜,,准四星商户,2.0,7.0,6.9,7.0,,,,上城区,万安城市花园西苑4-2-101
珍食烩,私房菜,,准四星商户,2.0,7.1,7.1,7.1,,,,萧山区,河中路
万福红私房菜,私房菜,,准四星商户,1.0,7.1,7.1,7.1,,,,千岛湖风景区,永兴路45号附近
龍蛙谷,私房菜,,准四星商户,1.0,7.1,7.1,7.1,蒜苔炒肉,黄豆炖猪脚,鱼香肉丝,春秋北路沿线,春秋北路228号
缤纷北苑卤肉馆,私房菜,,准四星商户,1.0,7.1,7.1,7.1,,,,开发区/高教园,共联路
家红饭店,私房菜,,准四星商户,3.0,7.1,7.1,7.1,青椒肚片,春笋煲,炒丝瓜,寿昌镇,寿昌镇江枫街8号
亲友私厨,私房菜,,准四星商户,1.0,7.1,7.1,7.1,小炒外婆菜,蒜黄炒鸡蛋,腐竹炒肉,和达东东城,杭州经济技术开发区江潮巷103-2号
君亭私房菜,私房菜,,准四星商户,3.0,6.9,7.0,7.0,,,,银隆百货,市心中路288号银隆西湖四季酒店6楼
地锅时代,私房菜,￥50,准四星商户,2.0,7.0,7.0,7.0,姥家土鸡,排骨,汪刺鱼,临浦,临浦镇综合市场西大门4-10号
小弄堂(泛远巷店),私房菜,,准四星商户,3.0,6.9,7.0,7.0,酒酿丸子汤,青菜豆腐汤,紫菜蛋汤,朝晖地区,泛远巷28号
老周菜饭馆,私房菜,,准四星商户,6.0,7.1,7.0,7.0,康师傅鲜果橙,康师傅冰红茶,康师傅冰糖雪梨,余杭区,仓前街道仓兴街85号
衢州私房菜(教工路店),私房菜,￥35,准四星商户,7.0,7.0,7.0,7.0,鸭头,西红柿蛋汤,凉拌皮蛋,高新文教区,教工路193号
熬烧私家餐厅,私房菜,,准四星商户,5.0,7.0,6.8,6.9,黄鱼面,虾腰面,猪肝面,江干区,丽江公寓底铺（临）63号商铺
陈家厨房(东方茂店),私房菜,,准四星商户,2.0,7.0,7.0,7.0,红烧鱼头,农家粉皮,香干肉丝,东方茂,富春街道金家墩213号1楼
老屋钱家坞山庄,私房菜,,准四星商户,2.0,7.0,7.0,7.0,卤鸭,红烧鱼,鱼丸,萧山区,蜀山街道黄家庄老屋
新伍味小炒,私房菜,,准四星商户,2.0,7.0,7.0,7.0,苦瓜炒蛋,鸭血烩豆腐,鲫鱼豆腐汤,凯旋路/机场路沿线,石桥路35号
大宅门私房菜,私房菜,,准四星商户,3.0,7.0,7.0,7.0,,,,客运中心,桐君街道乔林路655号
江南私房菜,私房菜,,准四星商户,3.0,7.0,6.9,6.9,红烧鸡爪,蒜蓉小龙虾,十三香小龙虾,下沙,经济技术开发区江潮巷107-1号景冉佳园底商
桐庐太太,私房菜,,三星商户,,,,,富春江杂鱼锅,大青鱼锅,,江北新世纪,桐庐县富春路265号
李记私房菜,私房菜,,准四星商户,1.0,7.0,7.0,7.0,辣炒猪皮,农夫山泉水,农家千张包锅仔,丁桥,新城广场东区商铺-105室
蜜悦思享,私房菜,,准四星商户,1.0,7.0,7.0,7.0,寿司,仙草奶茶,香酥鸡锁骨,千岛湖风景区,千岛湖啤酒乐园6号楼1楼2号
胡记私房菜,私房菜,￥50,准四星商户,2.0,7.0,7.0,7.0,家常小炒,千叶豆腐锅仔,凉拌鸡蛋干,开发区/高教园,南环路168号
陈记私房菜,私房菜,,准四星商户,4.0,7.0,6.8,6.8,酸菜黑鱼,海鲜炒粉丝,红烧大肠,崇贤,联合路向阳农贸市场南门旁
老程私房菜,私房菜,,准四星商户,2.0,7.0,6.9,6.9,酸菜鱼,,,城厢,新桥路与拱秀路交口
渔品私房菜,私房菜,,准四星商户,1.0,7.0,7.0,7.0,爆炒老肝,爆炒腰花,椒盐土豆,千岛湖风景区,里联路94号
龙鑫芳园,私房菜,,准四星商户,2.0,7.0,7.0,7.0,叫花鸡,槐花鸡蛋饼,地锅鹅,余杭区,勾陈路行宫塘西苑南门西200米
有家私房菜,私房菜,,准四星商户,1.0,7.0,7.0,7.0,香辣龙虾,椰汁,听可乐,江北,学田路68号
嫂子很忙,私房菜,,准四星商户,14.0,7.1,6.8,7.1,十三香特色小龙虾,秘制去骨柠檬凤爪,土豪鸭头,钱江新城,三新家园西区21幢4单元
大朵餐厅,私房菜,,准四星商户,1.0,7.0,7.0,7.0,香干肉丝拌川,老干妈大肠炒饭,鸡排套餐饭,三墩镇,三墩镇西城博司7幢12-1号商铺
乡村私房菜,私房菜,,准四星商户,1.0,7.0,7.0,7.0,排骨煲,农家炒粉丝,尖椒炒牛肚,江干区,笕新社区二区27号
农家私房菜,私房菜,￥32,三星商户,11.0,6.9,6.8,6.9,雪菜炒时件,炒荷兰豆,炒茼蒿,半山,半山路1号
丁家私房菜,私房菜,￥26,三星商户,11.0,7.0,7.0,6.9,干煸四季豆,尖椒爆炒牛肚丝,爆炒羊肚丝,开发区/高教园,春晓路354号
麦糯,私房菜,￥48,准四星商户,10.0,6.9,6.9,6.9,油炸花生米,山椒皮蛋,地三鲜,拱墅区,风景街319号
小厨娘私房菜,私房菜,,三星商户,5.0,6.9,6.9,6.9,,,,闲林,闲林大道九州大药房旁
伊家鲜私房菜馆,私房菜,,准四星商户,4.0,6.9,6.9,6.9,麻辣豆腐,尖椒牛柳,酸辣肚丁,新广场,乾潭镇育才东路186号
昔町,私房菜,,准四星商户,2.0,6.9,6.9,6.9,三鲜油条,,,西湖区,三墩镇石祥西路859号紫金创业园B座101-11室
徐记私房菜,私房菜,,准四星商户,17.0,6.8,6.7,6.8,蒸白条,水蒸蛋,猪头肉,建德市其他,杭州新电路18-2号
王大厨私房菜,私房菜,,三星商户,1.0,6.9,6.9,6.9,爆炒鸡杂,麻辣水煮鱼,孜然牛肉,拱宸桥/上塘,定海街262号
丈母娘羊筒骨,私房菜,,准四星商户,2.0,6.9,6.9,6.9,望江门小龙虾,卤肉饭,鱼香肉丝炒饭,西湖区,双浦镇轮渡路18号
巧媳妇私房菜,私房菜,,三星商户,15.0,6.9,6.9,6.9,生炒土鸡,北海道蟹棒,特色石锅鱼,桐庐县其他,春江东路中迪·三水花园旁
蓓喻私房菜,私房菜,￥50,准四星商户,1.0,6.9,6.9,6.9,小龙虾,蛋炒饭,黄豆猪蹄汤,城厢,城厢街道心怡花园萧然东路13号
汤记私房菜,私房菜,,准四星商户,1.0,6.9,6.9,6.9,,,,古墩路沿线,三墩镇环镇北路230号
七里扬帆私房菜,私房菜,,准四星商户,2.0,6.9,7.0,6.9,,,,龙井/虎跑,虎跑路四眼井228号
范大姐私房美食,私房菜,￥25,准四星商户,1.0,6.9,6.9,6.9,秘制酥鱼,香辣蟹,蜜汁醋萝卜,城厢,蔡家弄横石板弄12幢底商
小雅小院私房菜,私房菜,￥50,准四星商户,8.0,6.9,6.9,6.9,生炒鸡,,,西田城,闲林镇闲林东路34-8号
郑乐民私房菜,私房菜,￥31,准四星商户,1.0,6.9,6.9,6.9,农家小炒肉,鱼香肉丝饭,牛腩煲,和达东东城,杭州经济技术开发区27号路119号
大仙私厨,私房菜,,准四星商户,2.0,6.9,6.9,6.9,,,,衙前,白鹤路13号
私厨,私房菜,,三星商户,3.0,6.9,7.0,6.9,小炒鸡腿肉,,,萧山其他,西斗门路20-22号西斗门工业园区
忆家食府,私房菜,,三星商户,5.0,6.9,6.9,6.9,千岛湖鱼头豆腐汤,,,明珠花园,千岛湖镇新安东路493号新万水酒店3楼
咕咕滋补蒸鸡,私房菜,,准四星商户,1.0,7.0,7.0,7.0,腐竹,豆芽,青瓜,九堡,九堡家苑三区4排20号
小马私房菜,私房菜,,准四星商户,1.0,6.9,6.9,6.9,,,,老余杭,华坞新苑南100米
小东厨房,私房菜,,准四星商户,2.0,6.9,6.9,6.9,,,,西湖区,双浦镇小江村6号浦西33号
大路口私房菜,私房菜,,准四星商户,1.0,6.9,6.9,6.9,,,,仁和园区,仁和街道葛墩村窑湾里和平雅苑东对面大路口
慧谷私房菜(高沙店),私房菜,,准四星商户,1.0,6.9,6.9,6.9,蒜泥菠菜,三色玉米,干煸四季豆,下沙,下沙街道高沙社区171号一楼南
食膳诠餐厅,私房菜,,三星商户,1.0,6.9,6.9,6.9,,,,千岛湖风景区,环湖南路8---25、26
全鱼道金牌私房鱼,私房菜,,准四星商户,1.0,6.9,6.9,6.9,,,,青山,青山镇东环路口
小胡私房菜,私房菜,,准四星商户,1.0,6.9,6.9,6.9,清炒笋,羊肉汤,羊肉烧白菜,余杭区,东湖街道杨树河5号101室
分水佬私房菜,私房菜,,三星商户,1.0,6.9,6.9,6.9,,,,桐庐县其他,春江东路与梅林路交叉口东南100米
仁义楼私房菜,私房菜,,三星商户,1.0,6.9,6.9,6.9,,,,桐庐县其他,江南镇长深高速公路桐庐古村落住宿
食得惠私房菜,私房菜,,三星商户,1.0,6.9,6.9,6.9,,,,老广场,新安江街道江村路1幢
老太婆私房菜,私房菜,,准四星商户,1.0,6.9,6.9,6.9,秘制辣酱,,,拱墅区,隐秀路260号
杨家村私房菜,私房菜,,三星商户,1.0,6.9,6.9,6.9,,,,半山,石桥路杨家村309号
新龍袍(建德店),私房菜,,三星商户,2.0,6.8,6.8,6.8,豆腐鱼,红烧排骨面,新龙袍酸辣粉,新安东路,新安东路557号
小懒人厨房(私房菜),私房菜,￥28,三星商户,9.0,7.0,6.5,6.8,红烧卤鸭,荷兰豆炒虾仁,腌白菜炒毛豆肉片,闻堰,闻堰镇三江路2号三江旅馆隔壁
鹏吟私房菜(中南购物中心店),私房菜,,三星商户,3.0,6.8,6.8,7.1,酱汁茄子,红烧鸡翅根,水煮肉片,开发区/高教园,中南购物中心负一楼
迷鹿(九堡家苑三区店),私房菜,,三星商户,3.0,6.8,6.8,6.8,迷鹿蒜泥小龙虾,听装可口可乐,水煮牛肉,九堡,九堡家苑三区十排23号
妈妈私房菜,私房菜,,三星商户,1.0,6.8,6.8,6.8,回锅肉,酱爆茄子,毛血旺,和达东东城,25号大街1080号
云上堂艺术酒店,私房菜,￥156,三星商户,18.0,6.7,7.0,6.6,丹桂小排,盐水河虾,丁香扣烝鱼干,西湖区,外桐坞132号
香引凤私房菜,私房菜,,三星商户,3.0,6.8,6.8,6.8,农家三鲜汤,茄子,山药排骨,临浦,临浦镇东藩中路15号
千岛湖私房菜,私房菜,,三星商户,2.0,6.8,7.0,7.3,,,,江干区,金林路郡枫绿园东区底商32
小李私房菜(总府街店),私房菜,,三星商户,1.0,6.8,6.8,6.8,酸辣土豆丝,红烧鲫鱼,清炒丝瓜,梅城镇,梅城镇总府街159号
白云人家垄上居,私房菜,,准四星商户,1.0,6.9,6.9,6.9,,,,清凉峰,龙岗镇五星村上坪组
哥弟私房菜,私房菜,,准四星商户,1.0,6.9,6.8,6.9,红烧大肠盖浇饭,香干肉丝盖浇饭,鱼香肉丝盖浇饭,海创园,高教路草荡苑26
馨忆坊私房菜,私房菜,,三星商户,1.0,6.8,6.8,6.8,,,,利时百货,桐庐桐君城南街道迎春南路577号二楼
三笑私房菜,私房菜,,三星商户,1.0,6.8,6.8,6.8,,,,昌化镇,文昌路与西街交叉口西北50米
沈记石锅鱼,私房菜,￥36,三星商户,1.0,6.8,6.8,6.8,偶遇酒,清蒸野生泥鳅,红烧野生黄鳝,余杭区,映荷街52-56
星期八饭堂,私房菜,,三星商户,1.0,6.8,6.8,6.8,椒盐土豆,干锅花菜,串串烤鱼,新广场,新安江街道新安东路330-332号
衢州乡下菜,私房菜,,三星商户,1.0,6.9,6.8,6.8,肉末茄子,干锅土豆片,十三香龙虾,余杭区,严村里6―5
真鸡道(乐天城店),私房菜,,三星商户,1.0,6.8,6.8,7.1,烤猪蹄,黯然销魂爪,烤香肠,余杭区,五常大道乐天城一楼
王妈妈私家菜,私房菜,,三星商户,,,,,,,,武林广场,百井坊22号
李公馆私房菜,私房菜,￥41,三星商户,25.0,6.7,6.7,6.8,窝窝头,韭菜炒蛋,杭式卤鸭,古墩路沿线,嘉绿景苑东园12幢2号商铺
胖子私房菜(保利天地店),私房菜,,三星商户,4.0,6.7,6.8,7.0,地锅鸡,招牌地锅鸡,新疆大盘鸡,下沙,保利湾天地1幢298号号商铺
王记私房菜(下沙店),私房菜,,三星商户,,,,,地锅鸡,椒盐鸭头,开胃羹,下沙,学林街高沙北区116号
新凯旋,私房菜,,准四星商户,,,,,,,,高新文教区,文三路
阿星煲仔,私房菜,,三星商户,,,,,排骨煲仔饭,酱鸭煲仔饭,生炒牛肉煲仔饭,大润发/中心广场,城白云小区22号
沸墟私房菜(优享厨房店),私房菜,,三星商户,,,,,上汤瑶柱西蓝花,杭椒肉柳,私房红烧肉,开发区/高教园,长河街道江南大道1090号中南国际商城6幢地下一层10号商铺
妈妈厨房私房菜,私房菜,,三星商户,,,,,豆角茄子,荷包蛋,红烧排骨,市心北路,宁围街道宁安社区26号
陈记私房菜(永裕店),私房菜,,三星商户,,,,,小蒋榨菜,卤蛋,盼盼盒装饮料,下沙,杭州经济技术开发区永裕大厦7幢
668特色私房菜,私房菜,,三星商户,1.0,6.7,6.7,6.7,,,,乾潭镇,体育路8号
建燕小吃店,私房菜,,三星商户,,,,,泡椒鸡杂,笋干肉丝,尖椒火腿肉,千岛湖风景区,湖镇秀水大道1288-9号
丫头私房菜,私房菜,,三星商户,1.0,6.7,6.7,6.7,尖椒粉皮,红烧鸡尖,凉拌海蜇,东方茂,金平路26号
翔哥私房菜,私房菜,,三星商户,,,,,,,,丁桥,中豪四季公馆
农家私房菜,私房菜,,三星商户,,,,,十三香龙虾,红烧翅中,盱眙龙虾,明珠花园,千岛湖镇明珠路23号
丈母娘私房菜,私房菜,,三星商户,,,,,飘香鱼,韭黄炒蛋,金汤丝瓜,明珠花园,千岛湖镇明珠路83号
蔡氏牛排私房馆,私房菜,,三星商户,,,,,土豆牛腩,,,九堡,九堡镇九堡家苑小区6排16号
张记私房菜,私房菜,,三星商户,,,,,偶遇小酒,烤鱼,酱爆螺丝,下沙,高沙路197号高沙小区197号楼底商
胡同里杭帮菜私房菜,私房菜,,三星商户,2.0,6.4,6.7,6.7,,,,吴山广场/河坊街,城头巷
阿杰私房菜,私房菜,,三星商户,1.0,6.3,6.3,6.3,干锅洋葱土豆肉片,特色酸菜鱼,香菇贡丸,宝龙城市广场,北干街道宝龙城市广场7号楼第一层M-F1-026号
皓铭私房菜,私房菜,,三星商户,1.0,6.1,6.4,6.4,话梅花生,抱腌菜炒肉片,干锅牛杂,下沙,杭州经济技术开发区9号大街199号杭州钱江燃气有限公司临时营业房18号
NH私厨,私房菜,,该商户暂无星级,,,,,王小娜炒饭,花生米,酸辣鸡爪,宋城,转塘街道丽景路18号A-107
喵呜酸菜鱼,私房菜,,该商户暂无星级,,,,,鸡汁鱼,手捏菜蘑菇,神农架黑粉丝,钱江新城,新塘路58号
小酒馆,私房菜,,该商户暂无星级,,,,,尖椒炒鸡蛋,螃蟹,干锅牛杂,萧山区,新街街道红山农场六分场
隐岭花园餐厅,私房菜,,该商户暂无星级,,,,,水果拼盘,曲奇拼盘,水果华夫饼,龙井/虎跑,乾龙路114号
十三私房菜,私房菜,,该商户暂无星级,,,,,红牛,劲酒,特色鲞烧肉,江干区,向江来时代中心2号楼严家路23、25号
弄塘里,私房菜,,该商户暂无星级,,,,,,,,下城区,香积寺东路142号
方姐私房菜,私房菜,,该商户暂无星级,,,,,醉花生,蒜泥生菜,韭黄炒蛋,拱宸桥/上塘,湖州街36-1号221室
2C私房菜,私房菜,,该商户暂无星级,,,,,拿铁咖啡,辣炒年糕,北海道戚风蛋糕,西湖北线/黄龙,西湖风景名胜区
李少爷私房麻辣拌,私房菜,,该商户暂无星级,,,,,辣章鱼丸,辣鸭肠,辣海带丝,开发区/高教园,西兴街道科技馆街1505号凯瑞金座511室
黄府记私房菜(心意广场店),私房菜,,该商户暂无星级,,,,,,,,萧山区,心意广场商业街7号楼4楼
湘楚私房菜,私房菜,,该商户暂无星级,,,,,,,,万达广场,杭行路万达广场内
隐上花园餐厅,私房菜,,该商户暂无星级,,,,,,,,拱墅区,华中路与建工路交叉口西50米
潘厨私房菜,私房菜,,该商户暂无星级,,,,,椒盐土豆球,香辣八爪鱼,番茄烧牛筋,建德市其他,更楼街道邓家路与仁汇路路口
衢州私房菜(钱江新城店),私房菜,,该商户暂无星级,,,,,雪花啤酒,矿泉水,蒜泥菠菜,上城区,钱江路555号日信国际商业中心地下一层40号
钱塘玉食,私房菜,,该商户暂无星级,,,,,,,,高新文教区,杭州西湖区教工路18号欧美中心
韩记创意私房菜,私房菜,,该商户暂无星级,,,,,,,,临平,世纪大道西
乐尔港私房菜,私房菜,,该商户暂无星级,,,,,铁板鸭肠,炒粉干,炒年糕,丁桥,明珠街369号
私房鸡窝窝,私房菜,,该商户暂无星级,,,,,法式烤鸡翅,听装芬达,椰汁,滨江区,西浦路1583号
王记私房菜(四季青店),私房菜,,该商户暂无星级,,,,,清炒娃娃菜,酸辣大白菜,鱼香茄子煲,城站火车站,商教苑32幢11室
老家私房菜,私房菜,,该商户暂无星级,,,,,凉拌猪耳,红烧鲳鱼,红烧中黄鱼,拱墅区,登云路H108广场一楼
辣味私房菜(同悦生活广场店),私房菜,,该商户暂无星级,,,,,私房泡鸡爪,鸡蛋面烧汤,椒盐虾,余杭区,杭行路1033-3号
金陵鸭血粉丝,私房菜,,该商户暂无星级,,,,,腐竹,香菇贡丸,紫薯卷,宝龙城市广场,北干街道宝龙城市广场7号楼第一层M-F1-026号
美豪雅致梦溪山庄,私房菜,,该商户暂无星级,,,,,,,,龙井/虎跑,九溪路24号
王记私房菜,私房菜,,该商户暂无星级,,,,,,,,凤起路沿线,凤起路435号南侧1楼
晓露私房菜,私房菜,,该商户暂无星级,,,,,,,,龙井/虎跑,西湖风景名胜区北里湖
林林私房菜(复兴街店),私房菜,,该商户暂无星级,,,,,肉沫茄子,干锅花菜,水祥三宝,临平,复兴弄140142号
蘭心私厨,私房菜,,该商户暂无星级,,,,,,,,开发区/高教园,江南大道3780号元天科技大楼A座一楼、二楼
一见私房菜,私房菜,,该商户暂无星级,,,,,红烧肉套餐,洋葱炒五花肉片,尖椒小鱼干,开发区/高教园,长河街道江汉路1786号钱龙大厦1428室
